Grid Pos (microns),U Total (1/cm3s),U Stim (1/cm3s)
3.2520e+00,4.2992e+27,1.4247e+25
3.2521e+00,4.2988e+27,1.3750e+25
3.2522e+00,4.2984e+27,1.3259e+25
3.2523e+00,4.2980e+27,1.2775e+25
3.2524e+00,4.2977e+27,1.2297e+25
3.2525e+00,4.2973e+27,1.1825e+25
3.2526e+00,4.2969e+27,1.1362e+25
3.2527e+00,4.2966e+27,1.0905e+25
3.2528e+00,4.2962e+27,1.0457e+25
3.2529e+00,4.2959e+27,1.0016e+25
3.2530e+00,4.2956e+27,9.5836e+24
3.2531e+00,4.2952e+27,9.1596e+24
3.2532e+00,4.2949e+27,8.7441e+24
3.2533e+00,4.2946e+27,8.3373e+24
3.2534e+00,4.2943e+27,7.9394e+24
3.2535e+00,4.2940e+27,7.5504e+24
3.2536e+00,4.2937e+27,7.1706e+24
3.2537e+00,4.2935e+27,6.7999e+24
3.2538e+00,4.2932e+27,6.4384e+24
3.2539e+00,4.2929e+27,6.0864e+24
3.2540e+00,4.2927e+27,5.7438e+24
3.2541e+00,4.2924e+27,5.4107e+24
3.2542e+00,4.2922e+27,5.0872e+24
3.2543e+00,4.2920e+27,4.7734e+24
3.2544e+00,4.2918e+27,4.4693e+24
3.2545e+00,4.2916e+27,4.1749e+24
3.2546e+00,4.2914e+27,3.8903e+24
3.2547e+00,4.2912e+27,3.6156e+24
3.2548e+00,4.2911e+27,3.3507e+24
3.2549e+00,4.2909e+27,3.0957e+24
3.2550e+00,4.2907e+27,2.8507e+24
3.2551e+00,4.2906e+27,2.6157e+24
3.2552e+00,4.2905e+27,2.3906e+24
3.2553e+00,4.2904e+27,2.1756e+24
3.2554e+00,4.2902e+27,1.9706e+24
3.2555e+00,4.2901e+27,1.7757e+24
3.2556e+00,4.2901e+27,1.5908e+24
3.2557e+00,4.2900e+27,1.4161e+24
3.2558e+00,4.2899e+27,1.2515e+24
3.2559e+00,4.2899e+27,1.0969e+24
3.2560e+00,4.2898e+27,9.5257e+23
3.2561e+00,4.2898e+27,8.1836e+23
3.2562e+00,4.2897e+27,6.9430e+23
3.2563e+00,4.2897e+27,5.8041e+23
3.2564e+00,4.2897e+27,4.7669e+23
3.2565e+00,4.2897e+27,3.8316e+23
3.2566e+00,4.2897e+27,2.9983e+23
3.2567e+00,4.2897e+27,2.2669e+23
3.2568e+00,4.2898e+27,1.6375e+23
3.2569e+00,4.2898e+27,1.1102e+23
3.2570e+00,4.2899e+27,6.8507e+22
3.2571e+00,4.2899e+27,3.6206e+22
3.2572e+00,4.2900e+27,1.4124e+22
3.2573e+00,4.2901e+27,2.2628e+21
3.2574e+00,4.2902e+27,6.2496e+20
3.2575e+00,4.2903e+27,9.2119e+21
3.2576e+00,4.2904e+27,2.8025e+22
3.2577e+00,4.2905e+27,5.7065e+22
3.2578e+00,4.2907e+27,9.6332e+22
3.2579e+00,4.2908e+27,1.4583e+23
3.2580e+00,4.2910e+27,2.0555e+23
3.2581e+00,4.2912e+27,2.7550e+23
3.2582e+00,4.2913e+27,3.5567e+23
3.2583e+00,4.2915e+27,4.4606e+23
3.2584e+00,4.2917e+27,5.4668e+23
3.2585e+00,4.2919e+27,6.5752e+23
3.2586e+00,4.2921e+27,7.7858e+23
3.2587e+00,4.2924e+27,9.0985e+23
3.2588e+00,4.2926e+27,1.0513e+24
3.2589e+00,4.2929e+27,1.2030e+24
3.2590e+00,4.2931e+27,1.3649e+24
3.2591e+00,4.2934e+27,1.5370e+24
3.2592e+00,4.2937e+27,1.7193e+24
3.2593e+00,4.2940e+27,1.9118e+24
3.2594e+00,4.2943e+27,2.1145e+24
3.2595e+00,4.2946e+27,2.3273e+24
3.2596e+00,4.2949e+27,2.5504e+24
3.2597e+00,4.2952e+27,2.7836e+24
3.2598e+00,4.2956e+27,3.0269e+24
3.2599e+00,4.2959e+27,3.2805e+24
3.2600e+00,4.2963e+27,3.5442e+24
3.2601e+00,4.2966e+27,3.8180e+24
3.2602e+00,4.2970e+27,4.1020e+24
3.2603e+00,4.2974e+27,4.3961e+24
3.2604e+00,4.2978e+27,4.7003e+24
3.2605e+00,4.2982e+27,5.0146e+24
3.2606e+00,4.2987e+27,5.3391e+24
3.2607e+00,4.2991e+27,5.6736e+24
3.2608e+00,4.2995e+27,6.0183e+24
3.2609e+00,4.3000e+27,6.3730e+24
3.2610e+00,4.3005e+27,6.7378e+24
3.2611e+00,4.3009e+27,7.1126e+24
3.2612e+00,4.3014e+27,7.4976e+24
3.2613e+00,4.3019e+27,7.8925e+24
3.2614e+00,4.3024e+27,8.2975e+24
3.2615e+00,4.3029e+27,8.7125e+24
3.2616e+00,4.3034e+27,9.1375e+24
3.2617e+00,4.3040e+27,9.5726e+24
3.2618e+00,4.3045e+27,1.0018e+25
3.2619e+00,4.3051e+27,1.0473e+25
3.2620e+00,4.3056e+27,1.0938e+25
3.2621e+00,4.3062e+27,1.1412e+25
3.2622e+00,4.3068e+27,1.1897e+25
3.2623e+00,4.3074e+27,1.2392e+25
3.2624e+00,4.3080e+27,1.2897e+25
3.2625e+00,4.3086e+27,1.3411e+25
3.2626e+00,4.3092e+27,1.3936e+25
3.2627e+00,4.3099e+27,1.4470e+25
3.2628e+00,4.3105e+27,1.5014e+25
3.2629e+00,4.3112e+27,1.5569e+25
3.2630e+00,4.3118e+27,1.6132e+25
3.2631e+00,4.3125e+27,1.6706e+25
3.2632e+00,4.3132e+27,1.7290e+25
3.2633e+00,4.3139e+27,1.7883e+25
3.2634e+00,4.3146e+27,1.8486e+25
3.2635e+00,4.3153e+27,1.9099e+25
3.2636e+00,4.3160e+27,1.9721e+25
3.2637e+00,4.3168e+27,2.0354e+25
3.2638e+00,4.3175e+27,2.0996e+25
3.2639e+00,4.3182e+27,2.1647e+25
3.2640e+00,4.3190e+27,2.2309e+25
3.2641e+00,4.3198e+27,2.2980e+25
3.2642e+00,4.3206e+27,2.3660e+25
3.2643e+00,4.3214e+27,2.4351e+25
3.2644e+00,4.3222e+27,2.5050e+25
3.2645e+00,4.3230e+27,2.5760e+25
3.2646e+00,4.3238e+27,2.6479e+25
3.2647e+00,4.3246e+27,2.7207e+25
3.2648e+00,4.3255e+27,2.7945e+25
3.2649e+00,4.3263e+27,2.8693e+25
3.2650e+00,4.3272e+27,2.9450e+25
3.2651e+00,4.3280e+27,3.0216e+25
3.2652e+00,4.3289e+27,3.0992e+25
3.2653e+00,4.3298e+27,3.1778e+25
3.2654e+00,4.3307e+27,3.2572e+25
3.2655e+00,4.3316e+27,3.3377e+25
3.2656e+00,4.3325e+27,3.4190e+25
3.2657e+00,4.3334e+27,3.5013e+25
3.2658e+00,4.3344e+27,3.5845e+25
3.2659e+00,4.3353e+27,3.6686e+25
3.2660e+00,4.3363e+27,3.7537e+25
3.2661e+00,4.3372e+27,3.8397e+25
3.2662e+00,4.3382e+27,3.9266e+25
3.2663e+00,4.3392e+27,4.0144e+25
3.2664e+00,4.3402e+27,4.1032e+25
3.2665e+00,4.3412e+27,4.1929e+25
3.2666e+00,4.3422e+27,4.2835e+25
3.2667e+00,4.3432e+27,4.3749e+25
3.2668e+00,4.3442e+27,4.4673e+25
3.2669e+00,4.3452e+27,4.5606e+25
3.2670e+00,4.3463e+27,4.6549e+25
3.2671e+00,4.3473e+27,4.7500e+25
3.2672e+00,4.3484e+27,4.8460e+25
3.2673e+00,4.3495e+27,4.9429e+25
3.2674e+00,4.3505e+27,5.0407e+25
3.2675e+00,4.3516e+27,5.1393e+25
3.2676e+00,4.3527e+27,5.2389e+25
3.2677e+00,4.3538e+27,5.3394e+25
3.2678e+00,4.3550e+27,5.4407e+25
3.2679e+00,4.3561e+27,5.5429e+25
3.2680e+00,4.3572e+27,5.6460e+25
3.2681e+00,4.3584e+27,5.7500e+25
3.2682e+00,4.3595e+27,5.8548e+25
3.2683e+00,4.3607e+27,5.9605e+25
3.2684e+00,4.3618e+27,6.0671e+25
3.2685e+00,4.3630e+27,6.1745e+25
3.2686e+00,4.3642e+27,6.2828e+25
3.2687e+00,4.3654e+27,6.3920e+25
3.2688e+00,4.3666e+27,6.5020e+25
3.2689e+00,4.3678e+27,6.6128e+25
3.2690e+00,4.3690e+27,6.7245e+25
3.2691e+00,4.3703e+27,6.8371e+25
3.2692e+00,4.3715e+27,6.9504e+25
3.2693e+00,4.3727e+27,7.0647e+25
3.2694e+00,4.3740e+27,7.1797e+25
3.2695e+00,4.3753e+27,7.2956e+25
3.2696e+00,4.3765e+27,7.4123e+25
3.2697e+00,4.3778e+27,7.5299e+25
3.2698e+00,4.3791e+27,7.6482e+25
3.2699e+00,4.3804e+27,7.7674e+25
3.2700e+00,4.3817e+27,7.8874e+25
3.2701e+00,4.3830e+27,8.0083e+25
3.2702e+00,4.3843e+27,8.1299e+25
3.2703e+00,4.3856e+27,8.2523e+25
3.2704e+00,4.3870e+27,8.3756e+25
3.2705e+00,4.3883e+27,8.4996e+25
3.2706e+00,4.3897e+27,8.6244e+25
3.2707e+00,4.3910e+27,8.7501e+25
3.2708e+00,4.3924e+27,8.8765e+25
3.2709e+00,4.3938e+27,9.0037e+25
3.2710e+00,4.3952e+27,9.1317e+25
3.2711e+00,4.3966e+27,9.2605e+25
3.2712e+00,4.3980e+27,9.3900e+25
3.2713e+00,4.3994e+27,9.5203e+25
3.2714e+00,4.4008e+27,9.6514e+25
3.2715e+00,4.4022e+27,9.7833e+25
3.2716e+00,4.4036e+27,9.9159e+25
3.2717e+00,4.4051e+27,1.0049e+26
3.2718e+00,4.4065e+27,1.0183e+26
3.2719e+00,4.4080e+27,1.0318e+26
3.2720e+00,4.4094e+27,1.0454e+26
3.2721e+00,4.4109e+27,1.0590e+26
3.2722e+00,4.4124e+27,1.0727e+26
3.2723e+00,4.4139e+27,1.0865e+26
3.2724e+00,4.4153e+27,1.1004e+26
3.2725e+00,4.4168e+27,1.1143e+26
3.2726e+00,4.4183e+27,1.1283e+26
3.2727e+00,4.4199e+27,1.1424e+26
3.2728e+00,4.4214e+27,1.1565e+26
3.2729e+00,4.4229e+27,1.1708e+26
3.2730e+00,4.4244e+27,1.1850e+26
3.2731e+00,4.4260e+27,1.1994e+26
3.2732e+00,4.4275e+27,1.2138e+26
3.2733e+00,4.4291e+27,1.2283e+26
3.2734e+00,4.4306e+27,1.2429e+26
3.2735e+00,4.4322e+27,1.2575e+26
3.2736e+00,4.4338e+27,1.2722e+26
3.2737e+00,4.4354e+27,1.2870e+26
3.2738e+00,4.4370e+27,1.3019e+26
3.2739e+00,4.4386e+27,1.3168e+26
3.2740e+00,4.4402e+27,1.3318e+26
3.2741e+00,4.4418e+27,1.3468e+26
3.2742e+00,4.4434e+27,1.3619e+26
3.2743e+00,4.4450e+27,1.3771e+26
3.2744e+00,4.4466e+27,1.3923e+26
3.2745e+00,4.4483e+27,1.4076e+26
3.2746e+00,4.4499e+27,1.4230e+26
3.2747e+00,4.4516e+27,1.4384e+26
3.2748e+00,4.4532e+27,1.4539e+26
3.2749e+00,4.4549e+27,1.4695e+26
3.2750e+00,4.4566e+27,1.4851e+26
3.2751e+00,4.4582e+27,1.5008e+26
3.2752e+00,4.4599e+27,1.5166e+26
3.2753e+00,4.4616e+27,1.5324e+26
3.2754e+00,4.4633e+27,1.5482e+26
3.2755e+00,4.4650e+27,1.5642e+26
3.2756e+00,4.4667e+27,1.5802e+26
3.2757e+00,4.4684e+27,1.5962e+26
3.2758e+00,4.4701e+27,1.6123e+26
3.2759e+00,4.4719e+27,1.6285e+26
3.2760e+00,4.4736e+27,1.6447e+26
3.2761e+00,4.4753e+27,1.6610e+26
3.2762e+00,4.4771e+27,1.6774e+26
3.2763e+00,4.4788e+27,1.6938e+26
3.2764e+00,4.4806e+27,1.7102e+26
3.2765e+00,4.4823e+27,1.7268e+26
3.2766e+00,4.4841e+27,1.7433e+26
3.2767e+00,4.4858e+27,1.7600e+26
3.2768e+00,4.4876e+27,1.7766e+26
3.2769e+00,4.4894e+27,1.7934e+26
3.2770e+00,4.4912e+27,1.8102e+26
3.2771e+00,4.4930e+27,1.8270e+26
3.2772e+00,4.4948e+27,1.8439e+26
3.2773e+00,4.4966e+27,1.8609e+26
3.2774e+00,4.4984e+27,1.8779e+26
3.2775e+00,4.5002e+27,1.8949e+26
3.2776e+00,4.5020e+27,1.9120e+26
3.2777e+00,4.5038e+27,1.9292e+26
3.2778e+00,4.5057e+27,1.9464e+26
3.2779e+00,4.5075e+27,1.9637e+26
3.2780e+00,4.5093e+27,1.9810e+26
3.2781e+00,4.5112e+27,1.9983e+26
3.2782e+00,4.5130e+27,2.0157e+26
3.2783e+00,4.5149e+27,2.0332e+26
3.2784e+00,4.5167e+27,2.0507e+26
3.2785e+00,4.5186e+27,2.0682e+26
3.2786e+00,4.5205e+27,2.0858e+26
3.2787e+00,4.5223e+27,2.1035e+26
3.2788e+00,4.5242e+27,2.1211e+26
3.2789e+00,4.5261e+27,2.1389e+26
3.2790e+00,4.5280e+27,2.1567e+26
3.2791e+00,4.5299e+27,2.1745e+26
3.2792e+00,4.5318e+27,2.1923e+26
3.2793e+00,4.5337e+27,2.2102e+26
3.2794e+00,4.5356e+27,2.2282e+26
3.2795e+00,4.5375e+27,2.2462e+26
3.2796e+00,4.5394e+27,2.2642e+26
3.2797e+00,4.5413e+27,2.2823e+26
3.2798e+00,4.5432e+27,2.3004e+26
3.2799e+00,4.5452e+27,2.3186e+26
3.2800e+00,4.5471e+27,2.3368e+26
3.2801e+00,4.5490e+27,2.3550e+26
3.2802e+00,4.5510e+27,2.3733e+26
3.2803e+00,4.5529e+27,2.3916e+26
3.2804e+00,4.5548e+27,2.4099e+26
3.2805e+00,4.5568e+27,2.4283e+26
3.2806e+00,4.5587e+27,2.4468e+26
3.2807e+00,4.5607e+27,2.4652e+26
3.2808e+00,4.5627e+27,2.4837e+26
3.2809e+00,4.5646e+27,2.5022e+26
3.2810e+00,4.5666e+27,2.5208e+26
3.2811e+00,4.5685e+27,2.5394e+26
3.2812e+00,4.5705e+27,2.5580e+26
3.2813e+00,4.5725e+27,2.5767e+26
3.2814e+00,4.5745e+27,2.5954e+26
3.2815e+00,4.5765e+27,2.6141e+26
3.2816e+00,4.5784e+27,2.6329e+26
3.2817e+00,4.5804e+27,2.6517e+26
3.2818e+00,4.5824e+27,2.6705e+26
3.2819e+00,4.5844e+27,2.6894e+26
3.2820e+00,4.5864e+27,2.7083e+26
3.2821e+00,4.5884e+27,2.7272e+26
3.2822e+00,4.5904e+27,2.7461e+26
3.2823e+00,4.5924e+27,2.7651e+26
3.2824e+00,4.5944e+27,2.7841e+26
3.2825e+00,4.5965e+27,2.8031e+26
3.2826e+00,4.5985e+27,2.8222e+26
3.2827e+00,4.6005e+27,2.8413e+26
3.2828e+00,4.6025e+27,2.8604e+26
3.2829e+00,4.6045e+27,2.8795e+26
3.2830e+00,4.6066e+27,2.8987e+26
3.2831e+00,4.6086e+27,2.9179e+26
3.2832e+00,4.6106e+27,2.9371e+26
3.2833e+00,4.6127e+27,2.9563e+26
3.2834e+00,4.6147e+27,2.9755e+26
3.2835e+00,4.6167e+27,2.9948e+26
3.2836e+00,4.6188e+27,3.0141e+26
3.2837e+00,4.6208e+27,3.0334e+26
3.2838e+00,4.6229e+27,3.0527e+26
3.2839e+00,4.6249e+27,3.0721e+26
3.2840e+00,4.6269e+27,3.0915e+26
3.2841e+00,4.6290e+27,3.1109e+26
3.2842e+00,4.6310e+27,3.1303e+26
3.2843e+00,4.6331e+27,3.1497e+26
3.2844e+00,4.6352e+27,3.1691e+26
3.2845e+00,4.6372e+27,3.1886e+26
3.2846e+00,4.6393e+27,3.2081e+26
3.2847e+00,4.6413e+27,3.2276e+26
3.2848e+00,4.6434e+27,3.2471e+26
3.2849e+00,4.6455e+27,3.2666e+26
3.2850e+00,4.6475e+27,3.2861e+26
3.2851e+00,4.6496e+27,3.3057e+26
3.2852e+00,4.6517e+27,3.3252e+26
3.2853e+00,4.6537e+27,3.3448e+26
3.2854e+00,4.6558e+27,3.3644e+26
3.2855e+00,4.6579e+27,3.3840e+26
3.2856e+00,4.6599e+27,3.4036e+26
3.2857e+00,4.6620e+27,3.4232e+26
3.2858e+00,4.6641e+27,3.4429e+26
3.2859e+00,4.6662e+27,3.4625e+26
3.2860e+00,4.6682e+27,3.4821e+26
3.2861e+00,4.6703e+27,3.5018e+26
3.2862e+00,4.6724e+27,3.5215e+26
3.2863e+00,4.6745e+27,3.5411e+26
3.2864e+00,4.6766e+27,3.5608e+26
3.2865e+00,4.6786e+27,3.5805e+26
3.2866e+00,4.6807e+27,3.6002e+26
3.2867e+00,4.6828e+27,3.6199e+26
3.2868e+00,4.6849e+27,3.6396e+26
3.2869e+00,4.6870e+27,3.6593e+26
3.2870e+00,4.6890e+27,3.6790e+26
3.2871e+00,4.6911e+27,3.6987e+26
3.2872e+00,4.6932e+27,3.7184e+26
3.2873e+00,4.6953e+27,3.7381e+26
3.2874e+00,4.6974e+27,3.7578e+26
3.2875e+00,4.6995e+27,3.7775e+26
3.2876e+00,4.7016e+27,3.7972e+26
3.2877e+00,4.7036e+27,3.8169e+26
3.2878e+00,4.7057e+27,3.8366e+26
3.2879e+00,4.7078e+27,3.8564e+26
3.2880e+00,4.7099e+27,3.8761e+26
3.2881e+00,4.7120e+27,3.8958e+26
3.2882e+00,4.7141e+27,3.9155e+26
3.2883e+00,4.7161e+27,3.9352e+26
3.2884e+00,4.7182e+27,3.9549e+26
3.2885e+00,4.7203e+27,3.9745e+26
3.2886e+00,4.7224e+27,3.9942e+26
3.2887e+00,4.7245e+27,4.0139e+26
3.2888e+00,4.7265e+27,4.0336e+26
3.2889e+00,4.7286e+27,4.0532e+26
3.2890e+00,4.7307e+27,4.0729e+26
3.2891e+00,4.7328e+27,4.0925e+26
3.2892e+00,4.7349e+27,4.1122e+26
3.2893e+00,4.7369e+27,4.1318e+26
3.2894e+00,4.7390e+27,4.1514e+26
3.2895e+00,4.7411e+27,4.1710e+26
3.2896e+00,4.7432e+27,4.1906e+26
3.2897e+00,4.7452e+27,4.2102e+26
3.2898e+00,4.7473e+27,4.2298e+26
3.2899e+00,4.7494e+27,4.2494e+26
3.2900e+00,4.7514e+27,4.2689e+26
3.2901e+00,4.7535e+27,4.2885e+26
3.2902e+00,4.7556e+27,4.3080e+26
3.2903e+00,4.7576e+27,4.3275e+26
3.2904e+00,4.7597e+27,4.3470e+26
3.2905e+00,4.7618e+27,4.3665e+26
3.2906e+00,4.7638e+27,4.3859e+26
3.2907e+00,4.7659e+27,4.4054e+26
3.2908e+00,4.7680e+27,4.4248e+26
3.2909e+00,4.7700e+27,4.4442e+26
3.2910e+00,4.7721e+27,4.4636e+26
3.2911e+00,4.7741e+27,4.4830e+26
3.2912e+00,4.7762e+27,4.5023e+26
3.2913e+00,4.7782e+27,4.5217e+26
3.2914e+00,4.7803e+27,4.5410e+26
3.2915e+00,4.7823e+27,4.5603e+26
3.2916e+00,4.7843e+27,4.5796e+26
3.2917e+00,4.7864e+27,4.5988e+26
3.2918e+00,4.7884e+27,4.6181e+26
3.2919e+00,4.7905e+27,4.6373e+26
3.2920e+00,4.7925e+27,4.6564e+26
3.2921e+00,4.7945e+27,4.6756e+26
3.2922e+00,4.7966e+27,4.6947e+26
3.2923e+00,4.7986e+27,4.7138e+26
3.2924e+00,4.8006e+27,4.7329e+26
3.2925e+00,4.8026e+27,4.7520e+26
3.2926e+00,4.8046e+27,4.7710e+26
3.2927e+00,4.8067e+27,4.7900e+26
3.2928e+00,4.8087e+27,4.8090e+26
3.2929e+00,4.8107e+27,4.8279e+26
3.2930e+00,4.8127e+27,4.8469e+26
3.2931e+00,4.8147e+27,4.8658e+26
3.2932e+00,4.8167e+27,4.8846e+26
3.2933e+00,4.8187e+27,4.9035e+26
3.2934e+00,4.8207e+27,4.9223e+26
3.2935e+00,4.8227e+27,4.9410e+26
3.2936e+00,4.8247e+27,4.9598e+26
3.2937e+00,4.8267e+27,4.9785e+26
3.2938e+00,4.8286e+27,4.9971e+26
3.2939e+00,4.8306e+27,5.0158e+26
3.2940e+00,4.8326e+27,5.0344e+26
3.2941e+00,4.8346e+27,5.0530e+26
3.2942e+00,4.8366e+27,5.0715e+26
3.2943e+00,4.8385e+27,5.0900e+26
3.2944e+00,4.8405e+27,5.1085e+26
3.2945e+00,4.8424e+27,5.1269e+26
3.2946e+00,4.8444e+27,5.1453e+26
3.2947e+00,4.8463e+27,5.1636e+26
3.2948e+00,4.8483e+27,5.1819e+26
3.2949e+00,4.8502e+27,5.2002e+26
3.2950e+00,4.8522e+27,5.2185e+26
3.2951e+00,4.8541e+27,5.2367e+26
3.2952e+00,4.8561e+27,5.2548e+26
3.2953e+00,4.8580e+27,5.2729e+26
3.2954e+00,4.8599e+27,5.2910e+26
3.2955e+00,4.8618e+27,5.3091e+26
3.2956e+00,4.8637e+27,5.3271e+26
3.2957e+00,4.8657e+27,5.3450e+26
3.2958e+00,4.8676e+27,5.3629e+26
3.2959e+00,4.8695e+27,5.3808e+26
3.2960e+00,4.8714e+27,5.3986e+26
3.2961e+00,4.8733e+27,5.4164e+26
3.2962e+00,4.8752e+27,5.4341e+26
3.2963e+00,4.8770e+27,5.4518e+26
3.2964e+00,4.8789e+27,5.4695e+26
3.2965e+00,4.8808e+27,5.4871e+26
3.2966e+00,4.8827e+27,5.5046e+26
3.2967e+00,4.8845e+27,5.5221e+26
3.2968e+00,4.8864e+27,5.5396e+26
3.2969e+00,4.8883e+27,5.5570e+26
3.2970e+00,4.8901e+27,5.5743e+26
3.2971e+00,4.8920e+27,5.5916e+26
3.2972e+00,4.8938e+27,5.6089e+26
3.2973e+00,4.8957e+27,5.6261e+26
3.2974e+00,4.8975e+27,5.6433e+26
3.2975e+00,4.8993e+27,5.6604e+26
3.2976e+00,4.9011e+27,5.6774e+26
3.2977e+00,4.9030e+27,5.6944e+26
3.2978e+00,4.9048e+27,5.7114e+26
3.2979e+00,4.9066e+27,5.7283e+26
3.2980e+00,4.9084e+27,5.7451e+26
3.2981e+00,4.9102e+27,5.7619e+26
3.2982e+00,4.9120e+27,5.7787e+26
3.2983e+00,4.9138e+27,5.7954e+26
3.2984e+00,4.9156e+27,5.8120e+26
3.2985e+00,4.9173e+27,5.8286e+26
3.2986e+00,4.9191e+27,5.8451e+26
3.2987e+00,4.9209e+27,5.8615e+26
3.2988e+00,4.9226e+27,5.8780e+26
3.2989e+00,4.9244e+27,5.8943e+26
3.2990e+00,4.9261e+27,5.9106e+26
3.2991e+00,4.9279e+27,5.9268e+26
3.2992e+00,4.9296e+27,5.9430e+26
3.2993e+00,4.9313e+27,5.9591e+26
3.2994e+00,4.9331e+27,5.9752e+26
3.2995e+00,4.9348e+27,5.9912e+26
3.2996e+00,4.9365e+27,6.0071e+26
3.2997e+00,4.9382e+27,6.0230e+26
3.2998e+00,4.9399e+27,6.0388e+26
3.2999e+00,4.9416e+27,6.0545e+26
3.3000e+00,4.9433e+27,6.0702e+26
3.3001e+00,4.9450e+27,6.0858e+26
3.3002e+00,4.9466e+27,6.1014e+26
3.3003e+00,4.9483e+27,6.1169e+26
3.3004e+00,4.9500e+27,6.1323e+26
3.3005e+00,4.9516e+27,6.1477e+26
3.3006e+00,4.9533e+27,6.1630e+26
3.3007e+00,4.9549e+27,6.1782e+26
3.3008e+00,4.9566e+27,6.1934e+26
3.3009e+00,4.9582e+27,6.2085e+26
3.3010e+00,4.9598e+27,6.2235e+26
3.3011e+00,4.9614e+27,6.2385e+26
3.3012e+00,4.9631e+27,6.2534e+26
3.3013e+00,4.9647e+27,6.2683e+26
3.3014e+00,4.9663e+27,6.2830e+26
3.3015e+00,4.9678e+27,6.2977e+26
3.3016e+00,4.9694e+27,6.3124e+26
3.3017e+00,4.9710e+27,6.3269e+26
3.3018e+00,4.9726e+27,6.3414e+26
3.3019e+00,4.9741e+27,6.3559e+26
3.3020e+00,4.9757e+27,6.3702e+26
3.3021e+00,4.9772e+27,6.3845e+26
3.3022e+00,4.9788e+27,6.3987e+26
3.3023e+00,4.9803e+27,6.4128e+26
3.3024e+00,4.9819e+27,6.4269e+26
3.3025e+00,4.9834e+27,6.4409e+26
3.3026e+00,4.9849e+27,6.4548e+26
3.3027e+00,4.9864e+27,6.4687e+26
3.3028e+00,4.9879e+27,6.4824e+26
3.3029e+00,4.9894e+27,6.4961e+26
3.3030e+00,4.9909e+27,6.5098e+26
3.3031e+00,4.9923e+27,6.5233e+26
3.3032e+00,4.9938e+27,6.5368e+26
3.3033e+00,4.9953e+27,6.5502e+26
3.3034e+00,4.9967e+27,6.5635e+26
3.3035e+00,4.9982e+27,6.5768e+26
3.3036e+00,4.9996e+27,6.5900e+26
3.3037e+00,5.0011e+27,6.6031e+26
3.3038e+00,5.0025e+27,6.6161e+26
3.3039e+00,5.0039e+27,6.6290e+26
3.3040e+00,5.0053e+27,6.6419e+26
3.3041e+00,5.0067e+27,6.6547e+26
3.3042e+00,5.0081e+27,6.6674e+26
3.3043e+00,5.0095e+27,6.6800e+26
3.3044e+00,5.0109e+27,6.6925e+26
3.3045e+00,5.0122e+27,6.7050e+26
3.3046e+00,5.0136e+27,6.7174e+26
3.3047e+00,5.0149e+27,6.7297e+26
3.3048e+00,5.0163e+27,6.7419e+26
3.3049e+00,5.0176e+27,6.7541e+26
3.3050e+00,5.0190e+27,6.7661e+26
3.3051e+00,5.0203e+27,6.7781e+26
3.3052e+00,5.0216e+27,6.7900e+26
3.3053e+00,5.0229e+27,6.8018e+26
3.3054e+00,5.0242e+27,6.8136e+26
3.3055e+00,5.0255e+27,6.8252e+26
3.3056e+00,5.0268e+27,6.8368e+26
3.3057e+00,5.0280e+27,6.8483e+26
3.3058e+00,5.0293e+27,6.8597e+26
3.3059e+00,5.0306e+27,6.8710e+26
3.3060e+00,5.0318e+27,6.8822e+26
3.3061e+00,5.0330e+27,6.8934e+26
3.3062e+00,5.0343e+27,6.9044e+26
3.3063e+00,5.0355e+27,6.9154e+26
3.3064e+00,5.0367e+27,6.9263e+26
3.3065e+00,5.0379e+27,6.9371e+26
3.3066e+00,5.0391e+27,6.9478e+26
3.3067e+00,5.0403e+27,6.9584e+26
3.3068e+00,5.0415e+27,6.9690e+26
3.3069e+00,5.0426e+27,6.9794e+26
3.3070e+00,5.0438e+27,6.9898e+26
3.3071e+00,5.0449e+27,7.0001e+26
3.3072e+00,5.0461e+27,7.0103e+26
3.3073e+00,5.0472e+27,7.0204e+26
3.3074e+00,5.0484e+27,7.0304e+26
3.3075e+00,5.0495e+27,7.0403e+26
3.3076e+00,5.0506e+27,7.0502e+26
3.3077e+00,5.0517e+27,7.0599e+26
3.3078e+00,5.0528e+27,7.0696e+26
3.3079e+00,5.0539e+27,7.0791e+26
3.3080e+00,5.0549e+27,7.0886e+26
3.3081e+00,5.0560e+27,7.0980e+26
3.3082e+00,5.0570e+27,7.1073e+26
3.3083e+00,5.0581e+27,7.1165e+26
3.3084e+00,5.0591e+27,7.1256e+26
3.3085e+00,5.0602e+27,7.1346e+26
3.3086e+00,5.0612e+27,7.1436e+26
3.3087e+00,5.0622e+27,7.1524e+26
3.3088e+00,5.0632e+27,7.1612e+26
3.3089e+00,5.0642e+27,7.1698e+26
3.3090e+00,5.0651e+27,7.1784e+26
3.3091e+00,5.0661e+27,7.1868e+26
3.3092e+00,5.0671e+27,7.1952e+26
3.3093e+00,5.0680e+27,7.2035e+26
3.3094e+00,5.0690e+27,7.2117e+26
3.3095e+00,5.0699e+27,7.2198e+26
3.3096e+00,5.0708e+27,7.2278e+26
3.3097e+00,5.0718e+27,7.2357e+26
3.3098e+00,5.0727e+27,7.2435e+26
3.3099e+00,5.0736e+27,7.2512e+26
3.3100e+00,5.0745e+27,7.2588e+26
